graph,label,target_prompt,target_position,source_position
"[['attending lecture', 'has prerequisite', '<extra_id_0>']]",interest,summarize: attending lecture has prerequisite <extra_id_0>,6,2
"[['missing', 'causes desire', '<extra_id_0>']]",find lost item,summarize: missing causes desire <extra_id_0>,5,2
"[['telephones', 'is', '<extra_id_0>']]",annoying,summarize: telephones is <extra_id_0>,5,1
"[['have bath', 'has subevent', '<extra_id_0>']]",clean,summarize: have bath has subevent <extra_id_0>,8,4
"[['despoiled', 'is a form of', '<extra_id_0>']]",despoil,summarize: despoiled is a form of <extra_id_0>,9,5
"[['work', 'is distinct from', '<extra_id_0>']]",fun,summarize: work is distinct from <extra_id_0>,6,3
"[['stress', 'causes desire', '<extra_id_0>']]",get exercise,summarize: stress causes desire <extra_id_0>,5,2
"[['grooming', 'causes', '<extra_id_0>']]",injury,summarize: grooming causes <extra_id_0>,5,1
"[['taking bath', 'has subevent', '<extra_id_0>']]",get clean,summarize: taking bath has subevent <extra_id_0>,8,4
"[['opponent', 'is an antonym of', '<extra_id_0>']]",ally,summarize: opponent is an antonym of <extra_id_0>,9,6
"[['maid', 'is in', '<extra_id_0>']]",motel,summarize: maid is in <extra_id_0>,6,2
"[['weeding garden', 'causes', '<extra_id_0>']]",backache,summarize: weeding garden causes <extra_id_0>,7,1
"[['emergency', 'causes desire', '<extra_id_0>']]",run,summarize: emergency causes desire <extra_id_0>,5,2
"[['he', 'is an antonym of', '<extra_id_0>']]",names,summarize: he is an antonym of <extra_id_0>,10,6
"[['heart', 'is used for', '<extra_id_0>']]",persistence,summarize: heart is used for <extra_id_0>,6,3
"[['expressing yourself', 'causes', '<extra_id_0>']]",fun,summarize: expressing yourself causes <extra_id_0>,6,1
"[['eat vegetables', 'is motivated by', '<extra_id_0>']]",lose weight,summarize: eat vegetables is motivated by <extra_id_0>,8,3
"[['aisle', 'is an antonym of', '<extra_id_0>']]",window,summarize: aisle is an antonym of <extra_id_0>,9,6
"[['ice', 'is a synonym of', '<extra_id_0>']]",internal combustion engine,summarize: ice is a synonym of <extra_id_0>,9,5
"[['severe', 'is a synonym of', '<extra_id_0>']]",life threatening,summarize: severe is a synonym of <extra_id_0>,8,5
"[['playing football', 'is used for', '<extra_id_0>']]",getting fit,summarize: playing football is used for <extra_id_0>,7,3
"[['see exhibits', 'is motivated by', '<extra_id_0>']]",learn new,summarize: see exhibits is motivated by <extra_id_0>,8,3
"[['again', 'is an antonym of', '<extra_id_0>']]",stop,summarize: again is an antonym of <extra_id_0>,9,6
"[['mood', 'causes desire', '<extra_id_0>']]",smoke,summarize: mood causes desire <extra_id_0>,5,2
"[['cotton', 'is used for', '<extra_id_0>']]",q tips,summarize: cotton is used for <extra_id_0>,6,3
"[['going for walk', 'has subevent', '<extra_id_0>']]",sweat,summarize: going for walk has subevent <extra_id_0>,9,4
"[['real estate agent', 'is capable of', '<extra_id_0>']]",misrepresent,summarize: real estate agent is capable of <extra_id_0>,8,3
"[['coralline', 'is a synonym of', '<extra_id_0>']]",coralloidal,summarize: coralline is a synonym of <extra_id_0>,9,5
"[['balloon', 'is capable of', '<extra_id_0>']]",spring leak,summarize: balloon is capable of <extra_id_0>,6,3
"[['wait in line', 'has prerequisite', '<extra_id_0>']]",join army,summarize: wait in line has prerequisite <extra_id_0>,7,2
"[['ecclesiastes', 'is a part of', '<extra_id_0>']]",hagiographa,summarize: ecclesiastes is a part of <extra_id_0>,15,5
"[['shade', 'is an antonym of', '<extra_id_0>']]",tanning,summarize: shade is an antonym of <extra_id_0>,9,6
"[['mental disorder', 'causes desire', '<extra_id_0>']]",join army,summarize: mental disorder causes desire <extra_id_0>,6,2
"[['phthisis', 'is a synonym of', '<extra_id_0>']]",pulmonary tuberculosis,summarize: phthisis is a synonym of <extra_id_0>,12,5
"[['intermediate language', 'has context', '<extra_id_0>']]",computing,summarize: intermediate language has context <extra_id_0>,6,2
"[['moon calf', 'is a form of', '<extra_id_0>']]",mooncalf,summarize: moon calf is a form of <extra_id_0>,11,5
"[['communicating', 'causes', '<extra_id_0>']]",static,summarize: communicating causes <extra_id_0>,4,1
"[['learning new', 'has prerequisite', '<extra_id_0>']]",thought,summarize: learning new has prerequisite <extra_id_0>,6,2
"[['grasp', 'is a synonym of', '<extra_id_0>']]",jump at chance,summarize: grasp is a synonym of <extra_id_0>,8,5
"[['impanel jury', 'is motivated by', '<extra_id_0>']]",incriminate,summarize: impanel jury is motivated by <extra_id_0>,8,3
"[['pioneer', 'is capable of', '<extra_id_0>']]",circle wagons,summarize: pioneer is capable of <extra_id_0>,6,3
"[['gnar', 'has context', '<extra_id_0>']]",sports,summarize: gnar has context <extra_id_0>,7,2
"[['buzzer', 'is a synonym of', '<extra_id_0>']]",doorbell,summarize: buzzer is a synonym of <extra_id_0>,9,5
"[['q2', 'is a', '<extra_id_0>']]",quarter,summarize: q2 is a <extra_id_0>,8,3
"[['hug', 'is motivated by', '<extra_id_0>']]",love,summarize: hug is motivated by <extra_id_0>,6,3
"[['susurration', 'is a synonym of', '<extra_id_0>']]",whisper,summarize: susurration is a synonym of <extra_id_0>,10,5
"[['play baseball', 'has subevent', '<extra_id_0>']]",home run,summarize: play baseball has subevent <extra_id_0>,8,4
"[['beer', 'is', '<extra_id_0>']]",liquid,summarize: beer is <extra_id_0>,4,1
"[['runners', 'is in', '<extra_id_0>']]",park,summarize: runners is in <extra_id_0>,5,2
"[['taking course', 'causes', '<extra_id_0>']]",enlightenment,summarize: taking course causes <extra_id_0>,5,1
"[['rats', 'is capable of', '<extra_id_0>']]",bite,summarize: rats is capable of <extra_id_0>,6,3
"[['mayor', 'is used for', '<extra_id_0>']]",leadership,summarize: mayor is used for <extra_id_0>,6,3
"[['unfairly', 'is an antonym of', '<extra_id_0>']]",justly,summarize: unfairly is an antonym of <extra_id_0>,10,6
"[['reproductive cell', 'is a part of', '<extra_id_0>']]",reproductive system,summarize: reproductive cell is a part of <extra_id_0>,9,5
"[['rack', 'is a synonym of', '<extra_id_0>']]",exhaust,summarize: rack is a synonym of <extra_id_0>,8,5
"[['have epileptic fit', 'has prerequisite', '<extra_id_0>']]",lie down,summarize: have epileptic fit has prerequisite <extra_id_0>,9,2
"[['civil disobedience', 'causes desire', '<extra_id_0>']]",obstruct justice,summarize: civil disobedience causes desire <extra_id_0>,10,2
"[['bugs', 'is in', '<extra_id_0>']]",lawn,summarize: bugs is in <extra_id_0>,5,2
"[['buildings', 'is capable of', '<extra_id_0>']]",fall down,summarize: buildings is capable of <extra_id_0>,6,3
"[['falsidical', 'has context', '<extra_id_0>']]",logic,summarize: falsidical has context <extra_id_0>,9,2
"[['getting clean', 'is used for', '<extra_id_0>']]",grooming,summarize: getting clean is used for <extra_id_0>,7,3
"[['course', 'is distinct from', '<extra_id_0>']]",soft,summarize: course is distinct from <extra_id_0>,6,3
"[['pale', 'is distinct from', '<extra_id_0>']]",bright,summarize: pale is distinct from <extra_id_0>,6,3
"[['fucktard', 'is a synonym of', '<extra_id_0>']]",cunt,summarize: fucktard is a synonym of <extra_id_0>,12,5
"[['insurance', 'is', '<extra_id_0>']]",expensive,summarize: insurance is <extra_id_0>,4,1
"[['sole', 'is a part of', '<extra_id_0>']]",golf club head,summarize: sole is a part of <extra_id_0>,8,5
"[['knowledge', 'is', '<extra_id_0>']]",unlimited,summarize: knowledge is <extra_id_0>,4,1
"[['alexa', 'is', '<extra_id_0>']]",nuts,summarize: alexa is <extra_id_0>,6,1
"[['smarts', 'is a form of', '<extra_id_0>']]",smart,summarize: smarts is a form of <extra_id_0>,9,5
"[['return', 'is distinct from', '<extra_id_0>']]",checkout,summarize: return is distinct from <extra_id_0>,6,3
"[['water heated', 'has subevent', '<extra_id_0>']]",evaporates,summarize: water heated has subevent <extra_id_0>,8,4
"[['clean', 'has subevent', '<extra_id_0>']]",becoming dirty,summarize: clean has subevent <extra_id_0>,7,4
"[['mit', 'is', '<extra_id_0>']]",cool,summarize: mit is <extra_id_0>,4,1
"[['autoimmunity', 'is a part of', '<extra_id_0>']]",autoimmune disease,summarize: autoimmunity is a part of <extra_id_0>,12,5
"[['surf web', 'has subevent', '<extra_id_0>']]",learn new,summarize: surf web has subevent <extra_id_0>,8,4
"[['talk', 'is motivated by', '<extra_id_0>']]",teach,summarize: talk is motivated by <extra_id_0>,6,3
"[['sunshine', 'is', '<extra_id_0>']]",harmful,summarize: sunshine is <extra_id_0>,4,1
"[['going to concert', 'causes', '<extra_id_0>']]",elation,summarize: going to concert causes <extra_id_0>,6,1
"[['peacock', 'is distinct from', '<extra_id_0>']]",peachicks,summarize: peacock is distinct from <extra_id_0>,8,3
"[['dreams', 'is', '<extra_id_0>']]",lucid,summarize: dreams is <extra_id_0>,4,1
"[['touch', 'is distinct from', '<extra_id_0>']]",hear,summarize: touch is distinct from <extra_id_0>,6,3
"[['buying', 'has subevent', '<extra_id_0>']]",use bathroom,summarize: buying has subevent <extra_id_0>,7,4
"[['plant garden', 'is motivated by', '<extra_id_0>']]",gratifying,summarize: plant garden is motivated by <extra_id_0>,7,3
"[['talk to', 'is motivated by', '<extra_id_0>']]",ask,summarize: talk to is motivated by <extra_id_0>,7,3
"[['disclaimer', 'has context', '<extra_id_0>']]",proscribed,summarize: disclaimer has context <extra_id_0>,7,2
"[['good humor', 'is a', '<extra_id_0>']]",temper,summarize: good humor is a <extra_id_0>,7,3
"[['enjoy film', 'has prerequisite', '<extra_id_0>']]",have sex,summarize: enjoy film has prerequisite <extra_id_0>,6,2
"[['mathematical process', 'is a', '<extra_id_0>']]",calculation,summarize: mathematical process is a <extra_id_0>,7,3
"[['becoming inebriated', 'causes', '<extra_id_0>']]",fights,summarize: becoming inebriated causes <extra_id_0>,8,1
"[['lane', 'is a', '<extra_id_0>']]",way,summarize: lane is a <extra_id_0>,7,3
"[['wen', 'is a synonym of', '<extra_id_0>']]",sebaceous cyst,summarize: wen is a synonym of <extra_id_0>,9,5
"[['trying', 'is capable of', '<extra_id_0>']]",lying,summarize: trying is capable of <extra_id_0>,6,3
"[['standing in line', 'is used for', '<extra_id_0>']]",going to movie,summarize: standing in line is used for <extra_id_0>,8,3
"[['knight', 'is used for', '<extra_id_0>']]",play game of chess,summarize: knight is used for <extra_id_0>,6,3
"[['interest', 'causes desire', '<extra_id_0>']]",see particular program,summarize: interest causes desire <extra_id_0>,5,2
"[['squareness', 'is a', '<extra_id_0>']]",rectangularity,summarize: squareness is a <extra_id_0>,7,3
"[['watch television show', 'has prerequisite', '<extra_id_0>']]",turn on,summarize: watch television show has prerequisite <extra_id_0>,7,2
"[['wings', 'is in', '<extra_id_0>']]",detroit,summarize: wings is in <extra_id_0>,5,2
"[['hematoma', 'is a', '<extra_id_0>']]",intumescence,summarize: hematoma is a <extra_id_0>,9,3
"[['dream', 'has subevent', '<extra_id_0>']]",frightening,summarize: dream has subevent <extra_id_0>,7,4
"[['part', 'is distinct from', '<extra_id_0>']]",full,summarize: part is distinct from <extra_id_0>,6,3
"[['hearing news', 'causes', '<extra_id_0>']]",jumping out window,summarize: hearing news causes <extra_id_0>,5,1
"[['diver', 'causes', '<extra_id_0>']]",splash,summarize: diver causes <extra_id_0>,4,1
"[['desire to win', 'causes desire', '<extra_id_0>']]",compete,summarize: desire to win causes desire <extra_id_0>,7,2
"[['sheaves', 'is a form of', '<extra_id_0>']]",sheave,summarize: sheaves is a form of <extra_id_0>,9,5
"[['improving yourself', 'causes', '<extra_id_0>']]",self esteem,summarize: improving yourself causes <extra_id_0>,5,1
"[['hudson river', 'is a', '<extra_id_0>']]",river,summarize: hudson river is a <extra_id_0>,11,3
"[['jeans', 'is in', '<extra_id_0>']]",drawer,summarize: jeans is in <extra_id_0>,5,2
"[['unclothed', 'is a form of', '<extra_id_0>']]",unclothe,summarize: unclothed is a form of <extra_id_0>,11,5
"[['lord', 'is an antonym of', '<extra_id_0>']]",satan,summarize: lord is an antonym of <extra_id_0>,11,6
"[['return to work', 'has prerequisite', '<extra_id_0>']]",get job,summarize: return to work has prerequisite <extra_id_0>,7,2
"[['cádiz', 'is a part of', '<extra_id_0>']]",andalusia,summarize: cádiz is a part of <extra_id_0>,13,5
"[['sumo', 'is a', '<extra_id_0>']]",sport,summarize: sumo is a <extra_id_0>,7,3
"[['black lead', 'is a synonym of', '<extra_id_0>']]",graphite,summarize: black lead is a synonym of <extra_id_0>,9,5
"[['looking better', 'is used for', '<extra_id_0>']]",everyone,summarize: looking better is used for <extra_id_0>,7,3
"[['telephone kiosk', 'is used for', '<extra_id_0>']]",make phone call,summarize: telephone kiosk is used for <extra_id_0>,7,3
"[['punishing', 'has subevent', '<extra_id_0>']]",sadness,summarize: punishing has subevent <extra_id_0>,8,4
"[['see idea become reality', 'has subevent', '<extra_id_0>']]",joy,summarize: see idea become reality has subevent <extra_id_0>,10,4
"[['album', 'is used for', '<extra_id_0>']]",launch,summarize: album is used for <extra_id_0>,6,3
"[['fibrosis', 'is a', '<extra_id_0>']]",fibrosis thickening,summarize: fibrosis is a <extra_id_0>,9,3
"[['send e mail', 'is motivated by', '<extra_id_0>']]",question,summarize: send e mail is motivated by <extra_id_0>,9,3
"[['handle', 'is a part of', '<extra_id_0>']]",coffee cup,summarize: handle is a part of <extra_id_0>,8,5
"[['board games', 'causes desire', '<extra_id_0>']]",have party,summarize: board games causes desire <extra_id_0>,6,2
"[['playing hockey', 'is used for', '<extra_id_0>']]",athletes,summarize: playing hockey is used for <extra_id_0>,7,3
"[['drive car', 'is motivated by', '<extra_id_0>']]",go home,summarize: drive car is motivated by <extra_id_0>,7,3
"[['tracheophyte', 'is an antonym of', '<extra_id_0>']]",bryophyte,summarize: tracheophyte is an antonym of <extra_id_0>,15,6
"[['mountain devil', 'is a', '<extra_id_0>']]",moloch,summarize: mountain devil is a <extra_id_0>,8,3
"[['thin skinned', 'is an antonym of', '<extra_id_0>']]",thick skinned,summarize: thin skinned is an antonym of <extra_id_0>,13,6
"[['wrestling', 'is used for', '<extra_id_0>']]",self defense,summarize: wrestling is used for <extra_id_0>,6,3
"[['baggage', 'is in', '<extra_id_0>']]",airports,summarize: baggage is in <extra_id_0>,5,2
"[['aft', 'is a form of', '<extra_id_0>']]",afternoon,summarize: aft is a form of <extra_id_0>,11,5
"[['well formed formula', 'is a part of', '<extra_id_0>']]",formal language,summarize: well formed formula is a part of <extra_id_0>,10,5
"[['stop bicycle', 'has prerequisite', '<extra_id_0>']]",press brake,summarize: stop bicycle has prerequisite <extra_id_0>,6,2
"[['ryukyu islands', 'is a part of', '<extra_id_0>']]",japan,summarize: ryukyu islands is a part of <extra_id_0>,13,5
"[['write', 'has subevent', '<extra_id_0>']]",proofreading,summarize: write has subevent <extra_id_0>,7,4
"[['reading magazine', 'causes', '<extra_id_0>']]",intelligence,summarize: reading magazine causes <extra_id_0>,5,1
"[['failing', 'causes desire', '<extra_id_0>']]",pass course,summarize: failing causes desire <extra_id_0>,5,2
"[['advertising', 'causes desire', '<extra_id_0>']]",purchase cellular phone,summarize: advertising causes desire <extra_id_0>,5,2
"[['adopt', 'is distinct from', '<extra_id_0>']]",born,summarize: adopt is distinct from <extra_id_0>,6,3
"[['sleeping', 'causes', '<extra_id_0>']]",energy,summarize: sleeping causes <extra_id_0>,4,1
"[['open legs', 'is motivated by', '<extra_id_0>']]",have sex,summarize: open legs is motivated by <extra_id_0>,7,3
"[['make patchwork quilt', 'is motivated by', '<extra_id_0>']]",old woman,summarize: make patchwork quilt is motivated by <extra_id_0>,9,3
"[['detail', 'is an antonym of', '<extra_id_0>']]",vague,summarize: detail is an antonym of <extra_id_0>,9,6
"[['comedown', 'is a', '<extra_id_0>']]",humiliation,summarize: comedown is a <extra_id_0>,7,3
"[['dismal', 'is distinct from', '<extra_id_0>']]",glorious,summarize: dismal is distinct from <extra_id_0>,7,3
"[['dials', 'is a form of', '<extra_id_0>']]",dial,summarize: dials is a form of <extra_id_0>,9,5
"[['schmoozing', 'is a form of', '<extra_id_0>']]",schmooz,summarize: schmoozing is a form of <extra_id_0>,13,5
"[['back yard', 'is used for', '<extra_id_0>']]",playing,summarize: back yard is used for <extra_id_0>,7,3
"[['paint', 'is an antonym of', '<extra_id_0>']]",bare,summarize: paint is an antonym of <extra_id_0>,9,6
"[['also', 'is distinct from', '<extra_id_0>']]",otherwise,summarize: also is distinct from <extra_id_0>,6,3
"[['sterile', 'is an antonym of', '<extra_id_0>']]",non sterile,summarize: sterile is an antonym of <extra_id_0>,11,6
"[['neckwear', 'is in', '<extra_id_0>']]",closet,summarize: neckwear is in <extra_id_0>,6,2
"[['spring', 'is capable of', '<extra_id_0>']]",spring up,summarize: spring is capable of <extra_id_0>,6,3
"[['coast', 'is in', '<extra_id_0>']]",croatia,summarize: coast is in <extra_id_0>,5,2
